82680	
  -2.5412002e-01	   5.3928121e-01	
  -2.5227208e-01	   5.3995178e-01	
  -2.4861012e-01	   5.4013351e-01	
  -2.4592320e-01	   5.3879468e-01	
  -2.4498165e-01	   5.3739448e-01	
  -2.4106208e-01	   5.4016364e-01	
  -2.3722032e-01	   5.3815616e-01	
  -2.3428504e-01	   5.4006909e-01	
  -2.2876845e-01	   5.3973099e-01	
  -2.2513985e-01	   5.3991837e-01	
  -2.2192091e-01	   5.3861198e-01	
  -2.1706508e-01	   5.3984006e-01	
  -2.0685746e-01	   5.3809546e-01	
  -2.0284509e-01	   5.3821328e-01	
  -1.7623721e-01	   5.4041149e-01	
  -1.7580811e-01	   5.3880467e-01	
  -1.6625759e-01	   5.3865890e-01	
  -1.6048089e-01	   5.3967138e-01	
  -1.4268873e-01	   5.3969904e-01	
  -1.3862502e-01	   5.4000231e-01	
  -1.3881068e-01	   5.3890534e-01	
  -1.3487426e-01	   5.4019228e-01	
  -1.3034370e-01	   5.4052570e-01	
  -1.2806336e-01	   5.3952444e-01	
  -1.2169261e-01	   5.4099520e-01	
  -1.1839277e-01	   5.4014847e-01	
  -1.1474815e-01	   5.4072827e-01	
  -1.1324313e-01	   5.4005424e-01	
  -1.0156819e-01	   5.4053772e-01	
  -9.5131185e-02	   5.4025243e-01	
  -9.1817751e-02	   5.3946649e-01	
  -8.9143756e-02	   5.3964379e-01	
  -8.7854114e-02	   5.4249575e-01	
  -8.5215965e-02	   5.3793255e-01	
  -8.2113789e-02	   5.3981499e-01	
  -8.0398768e-02	   5.4069048e-01	
  -6.6315858e-02	   5.3984254e-01	
  -5.0821732e-02	   5.4243242e-01	
  -2.8566354e-02	   5.3957536e-01	
  -1.5453747e-02	   5.4020168e-01	
  -5.5097463e-03	   5.4023972e-01	
   5.1853834e-04	   5.3877165e-01	
   2.6947258e-03	   5.4209283e-01	
   4.8744798e-03	   5.4007162e-01	
   9.4016724e-03	   5.3950202e-01	
   1.7329727e-02	   5.4117784e-01	
   2.7761575e-02	   5.3917467e-01	
   2.9706406e-02	   5.3992809e-01	
   3.4021416e-02	   5.3914500e-01	
   3.9043370e-02	   5.3988371e-01	
   4.2045893e-02	   5.3993213e-01	
   4.9302500e-02	   5.4060494e-01	
   5.2711196e-02	   5.4052985e-01	
   5.5865330e-02	   5.4207535e-01	
   5.7729070e-02	   5.3867127e-01	
   5.9249126e-02	   5.3925435e-01	
   6.1704950e-02	   5.4126103e-01	
   6.6307272e-02	   5.3930747e-01	
   6.8653567e-02	   5.4099489e-01	
   7.7579746e-02	   5.4006103e-01	
   8.0456006e-02	   5.4040396e-01	
   9.4639738e-02	   5.3787198e-01	
   1.0333952e-01	   5.4001917e-01	
   1.1369855e-01	   5.4243674e-01	
   1.1329683e-01	   5.3971197e-01	
   1.1891075e-01	   5.3969374e-01	
   1.2507580e-01	   5.4052546e-01	
   1.2598873e-01	   5.3922949e-01	
   1.3097258e-01	   5.3998368e-01	
   1.3394048e-01	   5.3848222e-01	
   1.4283434e-01	   5.4145263e-01	
   1.4258648e-01	   5.4046245e-01	
   1.4576554e-01	   5.3973834e-01	
   1.5335801e-01	   5.4079461e-01	
   1.5864064e-01	   5.4108471e-01	
   1.6273507e-01	   5.3845987e-01	
   1.7034993e-01	   5.4002615e-01	
   1.7533952e-01	   5.3992393e-01	
   1.7593128e-01	   5.4031760e-01	
   1.7948886e-01	   5.3901160e-01	
   1.9453354e-01	   5.3979912e-01	
   2.0690993e-01	   5.4144958e-01	
   2.1306774e-01	   5.3777456e-01	
   2.1738942e-01	   5.3924384e-01	
   2.2283654e-01	   5.3858882e-01	
   2.2526612e-01	   5.4000494e-01	
   2.3591506e-01	   5.4071237e-01	
   2.3646678e-01	   5.4145998e-01	
   2.5786343e-01	   5.4033022e-01	
   2.6333357e-01	   5.3967264e-01	
   2.6852846e-01	   5.4047644e-01	
   2.8259364e-01	   5.4149615e-01	
   2.8829180e-01	   5.4184585e-01	
   2.8931539e-01	   5.4151446e-01	
   2.9896156e-01	   5.3893825e-01	
   2.9987730e-01	   5.3971760e-01	
   3.1199645e-01	   5.3812387e-01	
   3.1281057e-01	   5.4192324e-01	
   3.1681067e-01	   5.4115777e-01	
   3.2739822e-01	   5.3996929e-01	
   3.3658257e-01	   5.4101215e-01	
   3.4202888e-01	   5.3895381e-01	
   3.4890942e-01	   5.4037252e-01	
   3.5231815e-01	   5.3982618e-01	
   3.5805216e-01	   5.3974446e-01	
   3.6391710e-01	   5.3909554e-01	
   3.6425527e-01	   5.4102658e-01	
   3.6990729e-01	   5.4049118e-01	
   3.7281853e-01	   5.3812881e-01	
   3.7848430e-01	   5.3987224e-01	
   3.8556963e-01	   5.3836023e-01	
   3.8560065e-01	   5.4009122e-01	
   3.9024838e-01	   5.4070680e-01	
   4.0980619e-01	   5.3954675e-01	
   4.2299811e-01	   5.3919297e-01	
   4.2843876e-01	   5.3939514e-01	
   4.3625835e-01	   5.3942391e-01	
   4.3914517e-01	   5.3939733e-01	
   4.4181969e-01	   5.4084862e-01	
   4.4619424e-01	   5.3891524e-01	
   4.4783383e-01	   5.4051175e-01	
   4.5043510e-01	   5.3877624e-01	
   4.5076788e-01	   5.4073234e-01	
   4.5719163e-01	   5.4121681e-01	
   4.5806074e-01	   5.4057147e-01	
   4.6608567e-01	   5.4014295e-01	
   4.6534533e-01	   5.3997138e-01	
   4.8148345e-01	   5.3948502e-01	
   4.8284284e-01	   5.3987393e-01	
   4.8798121e-01	   5.3964132e-01	
   4.9420697e-01	   5.3974327e-01	
   4.9477991e-01	   5.3840033e-01	
  -5.9141694e-01	   5.3819854e-01	
  -5.8807811e-01	   5.3883518e-01	
  -5.8697061e-01	   5.3814830e-01	
  -5.8421245e-01	   5.3601586e-01	
  -5.8248392e-01	   5.3804055e-01	
  -5.7865296e-01	   5.3911386e-01	
  -5.7763217e-01	   5.3801613e-01	
  -5.6728186e-01	   5.3777077e-01	
  -5.6507680e-01	   5.3727715e-01	
  -5.6093836e-01	   5.3654053e-01	
  -5.6068192e-01	   5.3858649e-01	
  -5.5563308e-01	   5.3745283e-01	
  -5.4780251e-01	   5.3876883e-01	
  -5.4667490e-01	   5.3883296e-01	
  -5.3899730e-01	   5.3882425e-01	
  -5.3688989e-01	   5.3686260e-01	
  -5.3460521e-01	   5.3680737e-01	
  -5.2893255e-01	   5.3706326e-01	
  -5.2371276e-01	   5.4020600e-01	
  -5.2053064e-01	   5.3721427e-01	
  -5.1323777e-01	   5.3807782e-01	
  -5.0643159e-01	   5.3838769e-01	
  -5.0161925e-01	   5.3745627e-01	
  -4.9892083e-01	   5.3724716e-01	
  -4.9616827e-01	   5.3871317e-01	
  -4.9247266e-01	   5.3719086e-01	
  -4.8362742e-01	   5.3718502e-01	
  -4.8057022e-01	   5.3727067e-01	
  -4.7674704e-01	   5.3875107e-01	
  -4.7356521e-01	   5.3823357e-01	
  -4.7321986e-01	   5.3889108e-01	
  -4.5992569e-01	   5.3940401e-01	
  -4.6016088e-01	   5.3911074e-01	
  -4.5551291e-01	   5.3872923e-01	
  -4.5011103e-01	   5.3761183e-01	
  -4.4691408e-01	   5.3743575e-01	
  -4.3794302e-01	   5.3827820e-01	
  -4.3149432e-01	   5.3882137e-01	
  -4.2838820e-01	   5.3791687e-01	
  -4.2359193e-01	   5.3854550e-01	
  -4.1838730e-01	   5.3583804e-01	
  -4.1801711e-01	   5.3915822e-01	
  -4.1583672e-01	   5.3770349e-01	
  -4.0654021e-01	   5.3879363e-01	
  -4.0429882e-01	   5.3899986e-01	
  -4.0153549e-01	   5.3942432e-01	
  -4.0040633e-01	   5.3848828e-01	
  -3.8869157e-01	   5.3858739e-01	
  -3.8647908e-01	   5.3985979e-01	
  -3.8334458e-01	   5.3777998e-01	
  -3.8164149e-01	   5.3674839e-01	
  -3.8010621e-01	   5.4126873e-01	
  -3.7771827e-01	   5.3763250e-01	
  -3.7005139e-01	   5.3813709e-01	
  -3.6491944e-01	   5.3775671e-01	
  -3.5104384e-01	   5.3676462e-01	
  -3.4402580e-01	   5.3805657e-01	
  -3.4016576e-01	   5.3853892e-01	
  -3.3614619e-01	   5.3900975e-01	
  -3.3457639e-01	   5.3872578e-01	
  -3.1887036e-01	   5.3962518e-01	
  -3.1603230e-01	   5.3816774e-01	
  -3.1099689e-01	   5.3767644e-01	
  -3.0647426e-01	   5.3696249e-01	
  -3.0154715e-01	   5.3774924e-01	
  -2.9903333e-01	   5.3694552e-01	
  -2.9434013e-01	   5.3897672e-01	
  -2.8739986e-01	   5.3798993e-01	
  -2.8639627e-01	   5.3915035e-01	
  -2.8027811e-01	   5.3908092e-01	
  -2.5291013e-01	   5.3871788e-01	
  -2.4038850e-01	   5.3864586e-01	
  -2.2621567e-01	   5.3824013e-01	
  -2.2625090e-01	   5.3849611e-01	
  -2.1950745e-01	   5.4007618e-01	
  -2.1745115e-01	   5.3868286e-01	
  -2.0838433e-01	   5.3687827e-01	
  -2.0806459e-01	   5.4021973e-01	
  -2.0631682e-01	   5.3875186e-01	
  -2.0397462e-01	   5.3797663e-01	
  -1.8937403e-01	   5.3941316e-01	
  -1.8815458e-01	   5.3969728e-01	
  -1.8267698e-01	   5.3950893e-01	
  -1.8208773e-01	   5.3748105e-01	
  -1.8058991e-01	   5.3659389e-01	
  -1.7574011e-01	   5.3839992e-01	
  -1.7470856e-01	   5.3796273e-01	
  -1.3885363e-01	   5.3767763e-01	
  -1.2733222e-01	   5.3947693e-01	
  -1.2610258e-01	   5.3748931e-01	
  -1.1955068e-01	   5.3982451e-01	
  -1.1826189e-01	   5.3819439e-01	
  -1.1385366e-01	   5.3868515e-01	
  -1.0914972e-01	   5.3697224e-01	
  -1.0236904e-01	   5.3647400e-01	
  -1.0000017e-01	   5.3831609e-01	
  -9.1120544e-02	   5.3870977e-01	
  -8.3431756e-02	   5.3943061e-01	
  -6.3890848e-02	   5.3654354e-01	
  -6.1391891e-02	   5.3792521e-01	
  -5.9489471e-02	   5.3802132e-01	
  -5.1408653e-02	   5.3669228e-01	
  -3.4973578e-02	   5.3764197e-01	
  -2.3064956e-02	   5.3859096e-01	
  -1.7717427e-03	   5.3896218e-01	
   1.6798063e-03	   5.3676782e-01	
   1.0925265e-02	   5.3843186e-01	
   1.2315371e-02	   5.3988852e-01	
   1.3513111e-02	   5.3730991e-01	
   1.7665905e-02	   5.3918152e-01	
   1.8031978e-02	   5.3557998e-01	
   2.1616053e-02	   5.3878505e-01	
   2.5920066e-02	   5.3777023e-01	
   2.9022629e-02	   5.3661435e-01	
   3.0063459e-02	   5.3823661e-01	
   3.5223802e-02	   5.3691854e-01	
   3.8588130e-02	   5.3820979e-01	
   5.1740624e-02	   5.3796897e-01	
   5.7498577e-02	   5.3708914e-01	
   6.0035680e-02	   5.3802142e-01	
   6.8200079e-02	   5.3787086e-01	
   7.2081617e-02	   5.3861971e-01	
   7.5564398e-02	   5.3697396e-01	
   8.6481018e-02	   5.3721285e-01	
   9.4065967e-02	   5.3916987e-01	
   1.0018757e-01	   5.3794815e-01	
   1.0465060e-01	   5.3745275e-01	
   1.0511685e-01	   5.3745339e-01	
   1.0918863e-01	   5.3883799e-01	
   1.1393494e-01	   5.3772830e-01	
   1.1825328e-01	   5.3848906e-01	
   1.2679012e-01	   5.3834086e-01	
   1.3150591e-01	   5.4018452e-01	
   1.3594224e-01	   5.3782545e-01	
   1.4082458e-01	   5.3928344e-01	
   1.4292628e-01	   5.3895667e-01	
   1.5114690e-01	   5.3814842e-01	
   1.5668575e-01	   5.3964055e-01	
   1.6073593e-01	   5.3696884e-01	
   1.6539210e-01	   5.3779977e-01	
   1.7016090e-01	   5.3675987e-01	
   1.7157425e-01	   5.3657952e-01	
   1.7712634e-01	   5.3689589e-01	
   1.8667314e-01	   5.3862210e-01	
   1.8755966e-01	   5.3702776e-01	
   1.8803652e-01	   5.3734318e-01	
   1.9645596e-01	   5.3730761e-01	
   1.9941698e-01	   5.3785991e-01	
   2.0386894e-01	   5.3822761e-01	
   2.0657969e-01	   5.3942687e-01	
   2.1176498e-01	   5.3666326e-01	
   2.1451580e-01	   5.3830516e-01	
   2.1784697e-01	   5.3721951e-01	
   2.1924097e-01	   5.3881878e-01	
   2.2095187e-01	   5.3743756e-01	
   2.2221342e-01	   5.3845983e-01	
   2.2582838e-01	   5.3722486e-01	
   2.3812629e-01	   5.3786568e-01	
   2.4541604e-01	   5.3734583e-01	
   2.5493837e-01	   5.3672130e-01	
   2.6204395e-01	   5.3846626e-01	
   2.6714420e-01	   5.3669720e-01	
   2.6807405e-01	   5.3709787e-01	
   2.7876126e-01	   5.3914097e-01	
   2.8092916e-01	   5.3792704e-01	
   2.8393344e-01	   5.3907376e-01	
   2.8560801e-01	   5.3870543e-01	
   3.0112159e-01	   5.3957187e-01	
   3.0841814e-01	   5.3844356e-01	
   3.1439978e-01	   5.3760161e-01	
   3.2156155e-01	   5.3990353e-01	
   3.3347896e-01	   5.3730750e-01	
   3.3611812e-01	   5.4038501e-01	
   3.3746590e-01	   5.3817948e-01	
   3.3878201e-01	   5.3838158e-01	
   3.4701626e-01	   5.3893265e-01	
   3.5457856e-01	   5.3653316e-01	
   3.5540978e-01	   5.3872169e-01	
   3.6342068e-01	   5.3825149e-01	
   3.6511740e-01	   5.3840048e-01	
   3.6884907e-01	   5.3873983e-01	
   3.8184795e-01	   5.3812579e-01	
   3.8422749e-01	   5.3924554e-01	
   3.8664375e-01	   5.3834951e-01	
   3.9012315e-01	   5.3899030e-01	
   3.9455807e-01	   5.3812908e-01	
   4.1151762e-01	   5.3882372e-01	
   4.1080286e-01	   5.3815871e-01	
   4.1288726e-01	   5.3897049e-01	
   4.1828991e-01	   5.3829619e-01	
   4.1892433e-01	   5.3765829e-01	
   4.2194558e-01	   5.3754241e-01	
   4.2180526e-01	   5.3651686e-01	
   4.2631031e-01	   5.3923788e-01	
   4.2898796e-01	   5.3687821e-01	
   4.3739440e-01	   5.3727666e-01	
   4.4233982e-01	   5.3842272e-01	
   4.4976949e-01	   5.3780889e-01	
   4.5243679e-01	   5.3548406e-01	
   4.6337083e-01	   5.3717835e-01	
   4.6454898e-01	   5.3818479e-01	
   4.6821839e-01	   5.3778420e-01	
   4.6804222e-01	   5.3759750e-01	
   4.7114430e-01	   5.3595927e-01	
   4.7984723e-01	   5.3780385e-01	
   4.8058729e-01	   5.3880854e-01	
   4.8733934e-01	   5.3846563e-01	
   4.9139390e-01	   5.3772289e-01	
   4.9402679e-01	   5.3924680e-01	
   4.9854531e-01	   5.3929181e-01	
  -5.9600315e-01	   5.3759627e-01	
  -5.8914712e-01	   5.3462751e-01	
  -5.8738865e-01	   5.3487444e-01	
  -5.7180658e-01	   5.3464490e-01	
  -5.5993204e-01	   5.3611007e-01	
  -5.5738426e-01	   5.3435546e-01	
  -5.4768227e-01	   5.3346738e-01	
  -5.4447112e-01	   5.3636316e-01	
  -5.3766678e-01	   5.3593992e-01	
  -5.3541686e-01	   5.3712038e-01	
  -5.2312466e-01	   5.3620790e-01	
  -5.1512374e-01	   5.3577105e-01	
  -5.1793844e-01	   5.3760865e-01	
  -5.1395012e-01	   5.3664045e-01	
  -5.1206126e-01	   5.3757894e-01	
  -5.0267208e-01	   5.3713702e-01	
  -5.0012081e-01	   5.3531048e-01	
  -4.9075348e-01	   5.3797944e-01	
  -4.8854555e-01	   5.3618780e-01	
  -4.8800484e-01	   5.3588445e-01	
  -4.7860421e-01	   5.3496071e-01	
  -4.7320988e-01	   5.3626926e-01	
  -4.6497947e-01	   5.3834304e-01	
  -4.6526956e-01	   5.3600786e-01	
  -4.6208102e-01	   5.3658541e-01	
  -4.5929148e-01	   5.3603616e-01	
  -4.5144412e-01	   5.3619727e-01	
  -4.4753900e-01	   5.3513841e-01	
  -4.4646310e-01	   5.3725453e-01	
  -4.4252215e-01	   5.3704642e-01	
  -4.2744094e-01	   5.3516640e-01	
  -4.2364353e-01	   5.3390518e-01	
  -4.2363186e-01	   5.3629337e-01	
  -4.2070059e-01	   5.3744502e-01	
  -4.1139341e-01	   5.3678325e-01	
  -4.0259103e-01	   5.3530986e-01	
  -4.0099897e-01	   5.3550733e-01	
  -3.8733208e-01	   5.3702570e-01	
  -3.8140746e-01	   5.3772859e-01	
  -3.8330320e-01	   5.3603561e-01	
  -3.7974366e-01	   5.3774301e-01	
  -3.7770810e-01	   5.3611751e-01	
  -3.7333552e-01	   5.3552250e-01	
  -3.6950206e-01	   5.3562950e-01	
  -3.6491585e-01	   5.3591774e-01	
  -3.4554948e-01	   5.3511879e-01	
  -3.4335827e-01	   5.3700967e-01	
  -3.4167491e-01	   5.3642660e-01	
  -3.3360363e-01	   5.3491710e-01	
  -3.2808533e-01	   5.3911412e-01	
  -3.1993053e-01	   5.3496594e-01	
  -3.1558267e-01	   5.3530705e-01	
  -3.1240526e-01	   5.3686931e-01	
  -3.0844428e-01	   5.3640072e-01	
  -3.0287798e-01	   5.3573771e-01	
  -3.0095356e-01	   5.3591139e-01	
  -2.9418971e-01	   5.3629373e-01	
  -2.9308378e-01	   5.3665083e-01	
  -2.8952728e-01	   5.3554980e-01	
  -2.8738724e-01	   5.3627495e-01	
  -2.8349726e-01	   5.3576381e-01	
  -2.7035414e-01	   5.3747008e-01	
  -2.6042192e-01	   5.3776783e-01	
  -2.5978441e-01	   5.3722030e-01	
  -2.5362549e-01	   5.3732460e-01	
  -2.5020995e-01	   5.3577678e-01	
  -2.4325134e-01	   5.3745004e-01	
  -2.2754047e-01	   5.3728513e-01	
  -2.1088910e-01	   5.3562069e-01	
  -2.0408224e-01	   5.3596334e-01	
  -2.0456698e-01	   5.3626034e-01	
  -1.9958604e-01	   5.3628198e-01	
  -1.8620175e-01	   5.3511571e-01	
  -1.8477713e-01	   5.3569866e-01	
  -1.8103178e-01	   5.3736844e-01	
  -1.5308873e-01	   5.3751838e-01	
  -1.3715742e-01	   5.3589863e-01	
  -1.3591326e-01	   5.3829850e-01	
  -1.0040871e-01	   5.3586220e-01	
  -9.5756871e-02	   5.3308480e-01	
  -9.5356054e-02	   5.3794123e-01	
  -8.7381195e-02	   5.3672503e-01	
  -8.6005569e-02	   5.3628855e-01	
  -6.2781950e-02	   5.3788364e-01	
  -6.1539931e-02	   5.3584156e-01	
  -5.8353634e-02	   5.3549892e-01	
  -4.3175393e-02	   5.3519035e-01	
  -4.1205601e-02	   5.3643803e-01	
  -3.7024680e-02	   5.3600305e-01	
  -3.0337020e-02	   5.3771008e-01	
  -3.0112137e-02	   5.3694835e-01	
  -2.4851645e-02	   5.3509923e-01	
  -1.8455949e-02	   5.3662105e-01	
  -4.8894325e-03	   5.3719071e-01	
  -3.2009599e-03	   5.3536580e-01	
   6.0266303e-03	   5.3682310e-01	
   5.7665447e-03	   5.3846101e-01	
   1.5524447e-02	   5.3589286e-01	
   2.1870648e-02	   5.3723857e-01	
   2.2767128e-02	   5.3644984e-01	
   2.5891251e-02	   5.3584639e-01	
   3.4240300e-02	   5.3646104e-01	
   3.3516992e-02	   5.3686637e-01	
   4.3220347e-02	   5.3790464e-01	
   5.9363510e-02	   5.3605003e-01	
   7.4431261e-02	   5.3832954e-01	
   7.6060175e-02	   5.3666180e-01	
   7.7167159e-02	   5.3602612e-01	
   8.3450686e-02	   5.3556525e-01	
   8.5907264e-02	   5.3628766e-01	
   8.9081213e-02	   5.3764453e-01	
   1.0214665e-01	   5.3721184e-01	
   1.0657276e-01	   5.3655506e-01	
   1.1061736e-01	   5.3592209e-01	
   1.0828702e-01	   5.3785277e-01	
   1.2994860e-01	   5.3632989e-01	
   1.2909031e-01	   5.3669195e-01	
   1.2962383e-01	   5.3555169e-01	
   1.3842760e-01	   5.3610505e-01	
   1.4224172e-01	   5.3672380e-01	
   1.4638250e-01	   5.3705624e-01	
   1.5245135e-01	   5.3583769e-01	
   1.6663119e-01	   5.3768837e-01	
   1.6942547e-01	   5.3551828e-01	
   1.7436980e-01	   5.3697206e-01	
   1.8150437e-01	   5.3558304e-01	
   1.8486253e-01	   5.3390237e-01	
   1.9067140e-01	   5.3608671e-01	
   1.9468853e-01	   5.3840439e-01	
   2.0351994e-01	   5.3592504e-01	
   2.0680826e-01	   5.3732238e-01	
   2.0788037e-01	   5.3567587e-01	
   2.1053024e-01	   5.3641853e-01	
   2.1259786e-01	   5.3737809e-01	
   2.2184742e-01	   5.3710969e-01	
   2.2123393e-01	   5.3542442e-01	
   2.3126682e-01	   5.3584841e-01	
   2.3555446e-01	   5.3668451e-01	
   2.3787973e-01	   5.3426381e-01	
   2.4224713e-01	   5.3717191e-01	
   2.4244460e-01	   5.3614053e-01	
   2.4649888e-01	   5.3501165e-01	
   2.6688026e-01	   5.3522514e-01	
   2.6852380e-01	   5.3715653e-01	
   2.6925595e-01	   5.3610354e-01	
   2.9443678e-01	   5.3703325e-01	
   2.9438710e-01	   5.3683469e-01	
   2.9768517e-01	   5.3741212e-01	
   3.0682055e-01	   5.3583376e-01	
   3.1234650e-01	   5.3557563e-01	
   3.1623749e-01	   5.3582813e-01	
   3.1754317e-01	   5.3717271e-01	
   3.1965853e-01	   5.3891881e-01	
   3.2690192e-01	   5.3596705e-01	
   3.2893207e-01	   5.3631585e-01	
   3.3167365e-01	   5.3650497e-01	
   3.4016801e-01	   5.3611310e-01	
   3.4189460e-01	   5.3628007e-01	
   3.4461755e-01	   5.3703889e-01	
   3.4605504e-01	   5.3754807e-01	
   3.4651846e-01	   5.3568846e-01	
   3.4937337e-01	   5.3595476e-01	
   3.5260833e-01	   5.3725232e-01	
   3.5720330e-01	   5.3777954e-01	
   3.6774749e-01	   5.3583066e-01	
   3.7293517e-01	   5.3622495e-01	
   3.7485788e-01	   5.3776857e-01	
   3.8936326e-01	   5.3745964e-01	
   3.9334702e-01	   5.3638357e-01	
   3.9577963e-01	   5.3664818e-01	
   4.0530860e-01	   5.3698587e-01	
   4.1374759e-01	   5.3527142e-01	
   4.1861423e-01	   5.3603867e-01	
   4.2386881e-01	   5.3832901e-01	
   4.2389487e-01	   5.3546045e-01	
   4.3354079e-01	   5.3393432e-01	
   4.3464037e-01	   5.3823748e-01	
   4.3778586e-01	   5.3784008e-01	
   4.5438661e-01	   5.3754438e-01	
   4.5592772e-01	   5.3701901e-01	
   4.6151230e-01	   5.3660179e-01	
   4.6320978e-01	   5.3656334e-01	
   4.6538630e-01	   5.3659630e-01	
   4.7403104e-01	   5.3603697e-01	
   4.7538842e-01	   5.3831435e-01	
   4.8646791e-01	   5.3745094e-01	
   4.8776243e-01	   5.3631121e-01	
   4.9116622e-01	   5.3704093e-01	
   4.9604844e-01	   5.3599279e-01	
  -5.9788372e-01	   5.3394145e-01	
  -5.9478000e-01	   5.3442021e-01	
  -5.8950855e-01	   5.3378813e-01	
  -5.6159426e-01	   5.3462976e-01	
  -5.4468024e-01	   5.3479868e-01	
  -5.3715758e-01	   5.3630890e-01	
  -5.2700639e-01	   5.3371214e-01	
  -5.2364338e-01	   5.3241856e-01	
  -5.2085799e-01	   5.3335636e-01	
  -5.1761805e-01	   5.3614312e-01	
  -5.0190579e-01	   5.3422896e-01	
  -4.9644294e-01	   5.3489642e-01	
  -4.9034505e-01	   5.3589326e-01	
  -4.9056136e-01	   5.3555090e-01	
  -4.8540386e-01	   5.3608928e-01	
  -4.8291289e-01	   5.3420971e-01	
  -4.7993500e-01	   5.3632334e-01	
  -4.7492790e-01	   5.3379800e-01	
  -4.7358940e-01	   5.3565804e-01	
  -4.7240300e-01	   5.3402476e-01	
  -4.7250518e-01	   5.3354250e-01	
  -4.6913398e-01	   5.3433838e-01	
  -4.6603064e-01	   5.3450788e-01	
  -4.5451817e-01	   5.3548224e-01	
  -4.5071539e-01	   5.3488408e-01	
  -4.4809628e-01	   5.3380694e-01	
  -4.4558484e-01	   5.3439102e-01	
  -4.3574759e-01	   5.3487500e-01	
  -4.2961126e-01	   5.3641998e-01	
  -4.2230332e-01	   5.3258906e-01	
  -4.1824037e-01	   5.3439859e-01	
  -4.1404584e-01	   5.3386050e-01	
  -4.0792434e-01	   5.3498177e-01	
  -4.0394927e-01	   5.3516383e-01	
  -3.9789242e-01	   5.3273178e-01	
  -3.9173738e-01	   5.3599394e-01	
  -3.9016178e-01	   5.3526134e-01	
  -3.8282139e-01	   5.3503279e-01	
  -3.7526538e-01	   5.3411833e-01	
  -3.6446730e-01	   5.3566116e-01	
  -3.5933186e-01	   5.3595378e-01	
  -3.5815133e-01	   5.3378383e-01	
  -3.5530994e-01	   5.3614070e-01	
  -3.5128323e-01	   5.3467102e-01	
  -3.3924045e-01	   5.3328538e-01	
  -3.3841115e-01	   5.3270038e-01	
  -3.2907589e-01	   5.3465955e-01	
  -3.1330502e-01	   5.3434124e-01	
  -3.0854478e-01	   5.3411734e-01	
  -3.0427295e-01	   5.3619835e-01	
  -3.0275306e-01	   5.3440009e-01	
  -2.9450295e-01	   5.3582964e-01	
  -2.9051306e-01	   5.3483877e-01	
  -2.8884513e-01	   5.3419349e-01	
  -2.8650771e-01	   5.3503172e-01	
  -2.7453323e-01	   5.3332699e-01	
  -2.7319152e-01	   5.3574675e-01	
  -2.6308950e-01	   5.3599791e-01	
  -2.4925089e-01	   5.3542197e-01	
  -2.4761905e-01	   5.3437559e-01	
  -2.4744888e-01	   5.3361155e-01	
  -2.3976605e-01	   5.3596752e-01	
  -2.3708204e-01	   5.3264560e-01	
  -2.3505045e-01	   5.3361538e-01	
  -2.3025410e-01	   5.3740726e-01	
  -2.2630250e-01	   5.3777001e-01	
  -2.1763983e-01	   5.3464642e-01	
  -2.1453264e-01	   5.3543507e-01	
  -1.8218739e-01	   5.3386228e-01	
  -1.6826242e-01	   5.3390162e-01	
  -1.6537079e-01	   5.3436846e-01	
  -1.5250440e-01	   5.3556791e-01	
  -1.3711667e-01	   5.3356785e-01	
  -1.3313714e-01	   5.3276530e-01	
  -1.2156799e-01	   5.3473190e-01	
  -1.1655435e-01	   5.3440390e-01	
  -1.1628117e-01	   5.3535108e-01	
  -1.1334433e-01	   5.3444139e-01	
  -9.4084257e-02	   5.3477451e-01	
  -8.5853887e-02	   5.3310509e-01	
  -7.9960233e-02	   5.3533599e-01	
  -3.7935858e-02	   5.3588095e-01	
  -3.5378592e-02	   5.3319140e-01	
  -3.3656345e-02	   5.3452623e-01	
  -2.5885726e-02	   5.3339763e-01	
  -2.0166446e-02	   5.3446990e-01	
  -1.9342435e-02	   5.3488067e-01	
  -1.5496360e-02	   5.3610840e-01	
  -1.0151488e-02	   5.3516082e-01	
   6.7271846e-04	   5.3395337e-01	
   7.4873287e-03	   5.3340154e-01	
   1.0614745e-02	   5.3480860e-01	
   1.0616955e-02	   5.3571052e-01	
   1.7035079e-02	   5.3448545e-01	
   2.0466615e-02	   5.3372388e-01	
   2.3680383e-02	   5.3348585e-01	
   2.4744050e-02	   5.3543937e-01	
   3.1778628e-02	   5.3438482e-01	
   3.3213585e-02	   5.3672045e-01	
   4.8581305e-02	   5.3499175e-01	
   5.0490981e-02	   5.3446195e-01	
   6.2958255e-02	   5.3460310e-01	
   6.4601485e-02	   5.3449469e-01	
   7.1874361e-02	   5.3452774e-01	
   7.3019917e-02	   5.3401012e-01	
   7.6461444e-02	   5.3426616e-01	
   8.3230064e-02	   5.3630348e-01	
   8.4068050e-02	   5.3590245e-01	
   8.9324359e-02	   5.3710310e-01	
   9.4887086e-02	   5.3451903e-01	
   9.9005731e-02	   5.3452992e-01	
   9.9094631e-02	   5.3400127e-01	
   1.0589379e-01	   5.3519037e-01	
   1.1637673e-01	   5.3336572e-01	
   1.3306739e-01	   5.3413356e-01	
   1.3407745e-01	   5.3517532e-01	
   1.3751934e-01	   5.3596883e-01	
   1.4720615e-01	   5.3343793e-01	
   1.5204834e-01	   5.3365276e-01	
